"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-07-10","85","99","70"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-07-11","81","92","70"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-07-12","84","99","68"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-07-13","80","93","66"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-07-14","80","96","64"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-07-15","79","93","64"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-07-16","78","91","64"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-07-17","76","89","63"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-07-18","75","88","62"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-07-19","75","87","62"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-07-20","73","85","61"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-07-21","72","84","60"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-07-22","75","89","60"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-07-23","80","98","62"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-07-24","83","100","66"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-07-25","83","97","69"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-07-26","78","92","64"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-07-27","74","87","60"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-07-28","74","88","59"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-07-29","74","89","58"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-07-30","76","91","61"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-07-31","77","91","62"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-01","76","89","63"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-02","74","86","61"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-03","75","86","63"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-04","76","93","58"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-05","77","92","61"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-06","76","89","62"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-07","76","91","60"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-08","80","98","62"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-09","85","103","66"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-10","84","101","66"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-11","83","97","68"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-12","81","96","66"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-13","80","93","66"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-14","78","92","63"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-15","75","89","61"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-16","73","85","61"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-17","73","84","62"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-18","73","81","64"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-19","71","80","62"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-20","70","78","62"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-21","70","80","60"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-22","73","86","59"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-23","75","89","60"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-24","76","93","59"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-25","78","94","61"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-26","77","92","62"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-27","75","89","60"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-28","74","88","59"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-29","74","89","58"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-30","77","94","59"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-08-31","81","98","64"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-01","91","110","72"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-02","90","106","73"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-03","86","100","71"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-04","82","98","66"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-05","76","83","69"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-06","78","87","68"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-07","72","84","60"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-08","72","88","55"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-09","77","92","62"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-10","80","96","64"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-11","78","92","64"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-12","78","92","63"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-13","79","93","64"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-14","80","97","63"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-15","80","97","62"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-16","77","96","58"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-17","73","87","59"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-18","72","84","60"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-19","78","97","58"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-20","77","94","59"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-21","79","96","61"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-22","84","104","64"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-23","87","107","67"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-24","84","100","68"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-25","81","93","68"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-26","73","85","61"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-27","67","77","57"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-28","64","68","60"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-29","67","75","58"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-09-30","61","68","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-01","61","67","55"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-02","63","72","53"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-03","65","79","50"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-04","68","82","53"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-05","72","89","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-06","75","95","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-07","77","96","58"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-08","76","93","59"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-09","74","88","59"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-10","68","79","57"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-11","66","74","58"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-12","65","74","56"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-13","68","85","50"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-14","65","78","52"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-15","63","69","56"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-16","62","67","57"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-17","62","68","56"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-18","62","69","55"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-19","64","74","53"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-20","62","74","49"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-21","61","67","55"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-22","62","65","58"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-23","61","69","52"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-24","60","66","53"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-25","59","65","53"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-26","59","64","53"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-27","60","68","52"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-28","61","73","48"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-29","61","67","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-30","61","68","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-10-31","58","65","50"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-01","60","67","52"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-02","60","72","47"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-03","62","78","45"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-04","60","74","45"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-05","64","81","46"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-06","65","83","47"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-07","59","71","47"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-08","56","62","50"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-09","61","63","58"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-10","61","68","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-11","63","77","49"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-12","66","80","51"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-13","65","78","52"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-14","65","79","51"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-15","69","85","53"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-16","65","82","48"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-17","61","76","46"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-18","64","82","45"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-19","68","87","49"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-20","74","89","58"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-21","71","88","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-22","66","80","52"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-23","57","66","47"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-24","58","70","45"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-25","0",,
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-26","67","74","60"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-27","69","74","64"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-28","71","80","61"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-29","62","69","55"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-11-30","57","64","50"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-01","56","66","45"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-02","57","69","45"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-03","57","66","47"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-04","58","71","45"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-05","61","75","46"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-06","58","71","44"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-07","57","65","49"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-08","58","72","43"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-09","59","69","48"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-10","54","64","43"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-11","57","70","44"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-12","57","70","43"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-13","55","66","44"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-14","57","65","48"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-15","57","64","50"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-16","56","61","50"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-17","50","56","44"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-18","48","57","39"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-19","49","59","38"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-20","50","56","44"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-21","51","55","46"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-22","52","58","45"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-23","49","59","39"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-24","47","56","37"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-25","47","60","34"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-26","52","62","41"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-27","56","70","41"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-28","54","65","42"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-29","50","57","43"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-30","51","62","39"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2002-12-31","51","59","42"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-01","55","69","40"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-02","59","76","41"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-03","63","78","47"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-04","63","80","46"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-05","64","81","46"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-06","72","83","61"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-07","69","80","57"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-08","57","63","51"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-09","57","63","50"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-10","53","59","47"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-11","56","64","47"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-12","56","68","43"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-13","60","76","44"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-14","59","72","46"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-15","61","78","44"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-16","60","78","42"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-17","63","81","44"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-18","63","78","47"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-19","61","75","46"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-20","58","67","49"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-21","58","65","50"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-22","56","66","46"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-23","61","71","50"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-24","61","76","46"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-25","66","83","48"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-26","68","84","51"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-27","66","79","52"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-28","60","72","48"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-29","61","76","45"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-30","66","83","48"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-01-31","72","90","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-02-01","65","77","53"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-02-02","59","69","49"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-02-03","60","72","47"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-02-04","55","69","41"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-02-05","51","63","39"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-02-06","52","67","37"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-02-07","51","65","36"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-02-08","53","64","42"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-02-09","53","67","39"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-02-10","56","71","41"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-02-11","54","59","48"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-02-12","56","58","53"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-02-13","57","61","53"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-02-14","60","65","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-02-15","57","63","50"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-02-16","58","63","52"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-02-17","58","64","52"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-02-18","56","66","46"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-02-19","56","64","47"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-02-20","57","69","44"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-02-21","59","73","44"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-02-22","57","68","45"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-02-23","56","60","51"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-02-24","56","60","52"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-02-25","51","56","45"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-02-26","54","58","50"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-02-27","51","55","46"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-02-28","54","61","47"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-01","52","60","44"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-02","55","66","43"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-03","50","58","42"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-04","50","55","45"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-05","53","66","39"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-06","55","67","43"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-07","57","69","45"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-08","58","72","44"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-09","62","78","45"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-10","62","78","46"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-11","64","77","51"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-12","64","77","50"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-13","65","77","52"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-14","61","68","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-15","56","57","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-16","57","63","51"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-17","56","65","47"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-18","56","69","42"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-19","56","69","42"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-20","54","63","45"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-21","61","75","46"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-22","64","78","49"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-23","61","73","48"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-24","57","61","53"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-25","66","82","50"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-26","65","80","50"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-27","65","75","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-28","67","72","61"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-29","68","80","55"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-30","69","88","49"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-03-31","71","87","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-01","63","76","50"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-02","56","63","49"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-03","53","61","44"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-04","51","61","41"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-05","52","65","39"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-06","55","68","41"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-07","63","82","44"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-08","68","86","49"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-09","70","86","53"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-10","66","77","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-11","63","73","52"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-12","64","72","55"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-13","62","69","54"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-14","52","58","46"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-15","54","63","45"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-16","57","69","44"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-17","53","60","46"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-18","55","62","48"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-19","59","75","43"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-20","63","78","48"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-21","58","65","50"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-22","54","61","47"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-23","56","63","49"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-24","61","69","52"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-25","60","68","51"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-26","60","72","48"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-27","59","71","46"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-28","59","70","48"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-29","57","67","47"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-04-30","57","68","46"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-05-01","60","71","49"
"USW00003102","ONTARIO INTERNATIONAL AIRPORT, CA US","2003-05-02","59","68","50"
